# time (s)	h_+ (strain)	h_x (strain)
-0.467879125	-1.552193e-22	4.188528e-22
-0.467818090	-1.400613e-22	4.238350e-22
-0.467757055	-1.247581e-22	4.282504e-22
-0.467696020	-1.093324e-22	4.320955e-22
-0.467634985	-9.380637e-23	4.353676e-22
-0.467573950	-7.820260e-23	4.380652e-22
-0.467512914	-6.254342e-23	4.401876e-22
-0.467451879	-4.685110e-23	4.417350e-22
-0.467390844	-3.114777e-23	4.427085e-22
-0.467329809	-1.545540e-23	4.431103e-22
-0.467268774	2.042572e-25	4.429433e-22
-0.467207739	1.580972e-23	4.422113e-22
-0.467146704	3.133980e-23	4.409190e-22
-0.467085668	4.677363e-23	4.390719e-22
-0.467024633	6.209067e-23	4.366763e-22
-0.466963598	7.727082e-23	4.337393e-22
-0.466902563	9.229441e-23	4.302688e-22
-0.466841528	1.071422e-22	4.262735e-22
-0.466780493	1.217954e-22	4.217626e-22
-0.466719457	1.362359e-22	4.167461e-22
-0.466658422	1.504458e-22	4.112348e-22
-0.466597387	1.644081e-22	4.052399e-22
-0.466536352	1.781062e-22	3.987732e-22
-0.466475317	1.915241e-22	3.918474e-22
-0.466414282	2.046465e-22	3.844752e-22
-0.466353246	2.174587e-22	3.766703e-22
-0.466292211	2.299466e-22	3.684466e-22
-0.466231176	2.420968e-22	3.598184e-22
-0.466170141	2.538966e-22	3.508006e-22
-0.466109106	2.653340e-22	3.414082e-22
-0.466048071	2.763975e-22	3.316569e-22
-0.465987036	2.870766e-22	3.215623e-22
-0.465926000	2.973613e-22	3.111406e-22
-0.465864965	3.072423e-22	3.004081e-22
-0.465803930	3.167111e-22	2.893812e-22
-0.465742895	3.257599e-22	2.780768e-22
-0.465681860	3.343815e-22	2.665115e-22
-0.465620825	3.425695e-22	2.547024e-22
-0.465559789	3.503182e-22	2.426664e-22
-0.465498754	3.576225e-22	2.304207e-22
-0.465437719	3.644782e-22	2.179824e-22
-0.465376684	3.708814e-22	2.053685e-22
-0.465315649	3.768293e-22	1.925962e-22
-0.465254614	3.823194e-22	1.796824e-22
-0.465193579	3.873502e-22	1.666441e-22
-0.465132543	3.919205e-22	1.534981e-22
-0.465071508	3.960298e-22	1.402612e-22
-0.465010473	3.996785e-22	1.269498e-22
-0.464949438	4.028673e-22	1.135803e-22
-0.464888403	4.055974e-22	1.001689e-22
-0.464827368	4.078709e-22	8.673164e-23
-0.464766332	4.096903e-22	7.328414e-23
-0.464705297	4.110585e-22	5.984190e-23
-0.464644262	4.119791e-22	4.642014e-23
-0.464583227	4.124561e-22	3.303377e-23
-0.464522192	4.124941e-22	1.969742e-23
-0.464461157	4.120979e-22	6.425374e-24
-0.464400121	4.112731e-22	-6.768368e-24
-0.464339086	4.100254e-22	-1.987016e-23
-0.464278051	4.083612e-22	-3.286669e-23
-0.464217016	4.062870e-22	-4.574506e-23
-0.464155981	4.038099e-22	-5.849268e-23
-0.464094946	4.009373e-22	-7.109736e-23
-0.464033911	3.976769e-22	-8.354728e-23
-0.463972875	3.940367e-22	-9.583102e-23
-0.463911840	3.900249e-22	-1.079376e-22
-0.463850805	3.856503e-22	-1.198563e-22
-0.463789770	3.809216e-22	-1.315770e-22
-0.463728735	3.758480e-22	-1.430898e-22
-0.463667700	3.704388e-22	-1.543853e-22
-0.463606664	3.647034e-22	-1.654546e-22
-0.463545629	3.586517e-22	-1.762890e-22
-0.463484594	3.522934e-22	-1.868804e-22
-0.463423559	3.456387e-22	-1.972211e-22
-0.463362524	3.386978e-22	-2.073035e-22
-0.463301489	3.314808e-22	-2.171209e-22
-0.463240454	3.239983e-22	-2.266667e-22
-0.463179418	3.162607e-22	-2.359348e-22
-0.463118383	3.082786e-22	-2.449194e-22
-0.463057348	3.000627e-22	-2.536152e-22
-0.462996313	2.916237e-22	-2.620173e-22
-0.462935278	2.829722e-22	-2.701211e-22
-0.462874243	2.741190e-22	-2.779225e-22
-0.462813207	2.650749e-22	-2.854176e-22
-0.462752172	2.558507e-22	-2.926031e-22
-0.462691137	2.464570e-22	-2.994759e-22
-0.462630102	2.369046e-22	-3.060334e-22
-0.462569067	2.272042e-22	-3.122733e-22
-0.462508032	2.173663e-22	-3.181934e-22
-0.462446996	2.074016e-22	-3.237924e-22
-0.462385961	1.973205e-22	-3.290687e-22
-0.462324926	1.871335e-22	-3.340215e-22
-0.462263891	1.768510e-22	-3.386501e-22
-0.462202856	1.664830e-22	-3.429541e-22
-0.462141821	1.560398e-22	-3.469336e-22
-0.462080786	1.455314e-22	-3.505889e-22
-0.462019750	1.349678e-22	-3.539204e-22
-0.461958715	1.243586e-22	-3.569289e-22
-0.461897680	1.137136e-22	-3.596157e-22
-0.461836645	1.030422e-22	-3.619821e-22
-0.461775610	9.235387e-23	-3.640298e-22
-0.461714575	8.165780e-23	-3.657605e-22
-0.461653539	7.096307e-23	-3.671764e-22
-0.461592504	6.027858e-23	-3.682800e-22
-0.461531469	4.961310e-23	-3.690737e-22
-0.461470434	3.897519e-23	-3.695604e-22
-0.461409399	2.837328e-23	-3.697431e-22
-0.461348364	1.781561e-23	-3.696250e-22
-0.461287329	7.310262e-24	-3.692095e-22
-0.461226293	-3.134883e-24	-3.685002e-22
-0.461165258	-1.351212e-23	-3.675008e-22
-0.461104223	-2.381393e-23	-3.662154e-22
-0.461043188	-3.403297e-23	-3.646479e-22
-0.460982153	-4.416208e-23	-3.628027e-22
-0.460921118	-5.419430e-23	-3.606842e-22
-0.460860082	-6.412286e-23	-3.582969e-22
-0.460799047	-7.394116e-23	-3.556455e-22
-0.460738012	-8.364282e-23	-3.527348e-22
-0.460676977	-9.322164e-23	-3.495697e-22
-0.460615942	-1.026716e-22	-3.461553e-22
-0.460554907	-1.119869e-22	-3.424967e-22
-0.460493871	-1.211619e-22	-3.385992e-22
-0.460432836	-1.301912e-22	-3.344681e-22
-0.460371801	-1.390695e-22	-3.301088e-22
-0.460310766	-1.477918e-22	-3.255269e-22
-0.460249731	-1.563532e-22	-3.207279e-22
-0.460188696	-1.647490e-22	-3.157175e-22
-0.460127661	-1.729748e-22	-3.105014e-22
-0.460066625	-1.810263e-22	-3.050854e-22
-0.460005590	-1.888993e-22	-2.994753e-22
-0.459944555	-1.965900e-22	-2.936770e-22
-0.459883520	-2.040946e-22	-2.876964e-22
-0.459822485	-2.114095e-22	-2.815395e-22
-0.459761450	-2.185314e-22	-2.752122e-22
-0.459700414	-2.254571e-22	-2.687207e-22
-0.459639379	-2.321835e-22	-2.620708e-22
-0.459578344	-2.387078e-22	-2.552688e-22
-0.459517309	-2.450273e-22	-2.483206e-22
-0.459456274	-2.511395e-22	-2.412324e-22
-0.459395239	-2.570421e-22	-2.340102e-22
-0.459334204	-2.627330e-22	-2.266601e-22
-0.459273168	-2.682101e-22	-2.191883e-22
-0.459212133	-2.734715e-22	-2.116008e-22
-0.459151098	-2.785157e-22	-2.039037e-22
-0.459090063	-2.833411e-22	-1.961031e-22
-0.459029028	-2.879462e-22	-1.882050e-22
-0.458967993	-2.923300e-22	-1.802154e-22
-0.458906957	-2.964914e-22	-1.721405e-22
-0.458845922	-3.004294e-22	-1.639860e-22
-0.458784887	-3.041432e-22	-1.557581e-22
-0.458723852	-3.076324e-22	-1.474625e-22
-0.458662817	-3.108963e-22	-1.391054e-22
-0.458601782	-3.139346e-22	-1.306924e-22
-0.458540746	-3.167472e-22	-1.222294e-22
-0.458479711	-3.193340e-22	-1.137222e-22
-0.458418676	-3.216950e-22	-1.051765e-22
-0.458357641	-3.238304e-22	-9.659804e-23
-0.458296606	-3.257406e-22	-8.799243e-23
-0.458235571	-3.274259e-22	-7.936527e-23
-0.458174536	-3.288870e-22	-7.072210e-23
-0.458113500	-3.301245e-22	-6.206842e-23
-0.458052465	-3.311393e-22	-5.340967e-23
-0.457991430	-3.319322e-22	-4.475121e-23
-0.457930395	-3.325042e-22	-3.609837e-23
-0.457869360	-3.328566e-22	-2.745641e-23
-0.457808325	-3.329906e-22	-1.883053e-23
-0.457747289	-3.329075e-22	-1.022587e-23
-0.457686254	-3.326087e-22	-1.647504e-24
-0.457625219	-3.320958e-22	6.899565e-24
-0.457564184	-3.313705e-22	1.541039e-23
-0.457503149	-3.304345e-22	2.388010e-23
-0.457442114	-3.292897e-22	3.230389e-23
-0.457381079	-3.279379e-22	4.067702e-23
-0.457320043	-3.263813e-22	4.899483e-23
-0.457259008	-3.246218e-22	5.725271e-23
-0.457197973	-3.226618e-22	6.544615e-23
-0.457136938	-3.205034e-22	7.357070e-23
-0.457075903	-3.181491e-22	8.162199e-23
-0.457014868	-3.156012e-22	8.959571e-23
-0.456953832	-3.128623e-22	9.748764e-23
-0.456892797	-3.099350e-22	1.052936e-22
-0.456831762	-3.068219e-22	1.130096e-22
-0.456770727	-3.035258e-22	1.206315e-22
-0.456709692	-3.000493e-22	1.281556e-22
-0.456648657	-2.963955e-22	1.355778e-22
-0.456587621	-2.925672e-22	1.428945e-22
-0.456526586	-2.885675e-22	1.501020e-22
-0.456465551	-2.843993e-22	1.571967e-22
-0.456404516	-2.800658e-22	1.641750e-22
-0.456343481	-2.755701e-22	1.710336e-22
-0.456282446	-2.709156e-22	1.777689e-22
-0.456221411	-2.661054e-22	1.843779e-22
-0.456160375	-2.611428e-22	1.908572e-22
-0.456099340	-2.560313e-22	1.972037e-22
-0.456038305	-2.507743e-22	2.034144e-22
-0.455977270	-2.453753e-22	2.094864e-22
-0.455916235	-2.398378e-22	2.154167e-22
-0.455855200	-2.341653e-22	2.212026e-22
-0.455794164	-2.283615e-22	2.268413e-22
-0.455733129	-2.224300e-22	2.323302e-22
-0.455672094	-2.163745e-22	2.376668e-22
-0.455611059	-2.101988e-22	2.428485e-22
-0.455550024	-2.039065e-22	2.478731e-22
-0.455488989	-1.975015e-22	2.527382e-22
-0.455427954	-1.909877e-22	2.574416e-22
-0.455366918	-1.843688e-22	2.619811e-22
-0.455305883	-1.776489e-22	2.663547e-22
-0.455244848	-1.708317e-22	2.705604e-22
-0.455183813	-1.639213e-22	2.745963e-22
-0.455122778	-1.569216e-22	2.784606e-22
-0.455061743	-1.498367e-22	2.821516e-22
-0.455000707	-1.426706e-22	2.856677e-22
-0.454939672	-1.354273e-22	2.890072e-22
-0.454878637	-1.281110e-22	2.921688e-22
-0.454817602	-1.207256e-22	2.951509e-22
-0.454756567	-1.132753e-22	2.979524e-22
-0.454695532	-1.057643e-22	3.005719e-22
-0.454634496	-9.819672e-23	3.030083e-22
-0.454573461	-9.057668e-23	3.052605e-22
-0.454512426	-8.290839e-23	3.073277e-22
-0.454451391	-7.519603e-23	3.092088e-22
-0.454390356	-6.744382e-23	3.109030e-22
-0.454329321	-5.965597e-23	3.124097e-22
-0.454268286	-5.183670e-23	3.137281e-22
-0.454207250	-4.399024e-23	3.148577e-22
-0.454146215	-3.612084e-23	3.157981e-22
-0.454085180	-2.823275e-23	3.165487e-22
-0.454024145	-2.033022e-23	3.171093e-22
-0.453963110	-1.241750e-23	3.174796e-22
-0.453902075	-4.498854e-24	3.176596e-22
-0.453841039	3.421455e-24	3.176490e-22
-0.453780004	1.133917e-23	3.174480e-22
-0.453718969	1.925002e-23	3.170565e-22
-0.453657934	2.714976e-23	3.164749e-22
-0.453596899	3.503412e-23	3.157032e-22
-0.453535864	4.289886e-23	3.147420e-22
-0.453474829	5.073972e-23	3.135915e-22
-0.453413793	5.855246e-23	3.122524e-22
-0.453352758	6.633285e-23	3.107251e-22
-0.453291723	7.407666e-23	3.090104e-22
-0.453230688	8.177968e-23	3.071091e-22
-0.453169653	8.943770e-23	3.050218e-22
-0.453108618	9.704653e-23	3.027496e-22
-0.453047582	1.046020e-22	3.002935e-22
-0.452986547	1.120999e-22	2.976546e-22
-0.452925512	1.195361e-22	2.948339e-22
-0.452864477	1.269065e-22	2.918328e-22
-0.452803442	1.342070e-22	2.886526e-22
-0.452742407	1.414334e-22	2.852947e-22
-0.452681371	1.485818e-22	2.817607e-22
-0.452620336	1.556479e-22	2.780520e-22
-0.452559301	1.626279e-22	2.741703e-22
-0.452498266	1.695177e-22	2.701175e-22
-0.452437231	1.763133e-22	2.658953e-22
-0.452376196	1.830107e-22	2.615056e-22
-0.452315161	1.896061e-22	2.569505e-22
-0.452254125	1.960955e-22	2.522320e-22
-0.452193090	2.024751e-22	2.473523e-22
-0.452132055	2.087411e-22	2.423136e-22
-0.452071020	2.148896e-22	2.371182e-22
-0.452009985	2.209169e-22	2.317686e-22
-0.451948950	2.268192e-22	2.262673e-22
-0.451887914	2.325929e-22	2.206168e-22
-0.451826879	2.382344e-22	2.148198e-22
-0.451765844	2.437399e-22	2.088790e-22
-0.451704809	2.491060e-22	2.027972e-22
-0.451643774	2.543292e-22	1.965775e-22
-0.451582739	2.594059e-22	1.902226e-22
-0.451521704	2.643327e-22	1.837358e-22
-0.451460668	2.691063e-22	1.771202e-22
-0.451399633	2.737233e-22	1.703789e-22
-0.451338598	2.781804e-22	1.635154e-22
-0.451277563	2.824745e-22	1.565330e-22
-0.451216528	2.866024e-22	1.494351e-22
-0.451155493	2.905610e-22	1.422254e-22
-0.451094457	2.943472e-22	1.349075e-22
-0.451033422	2.979580e-22	1.274851e-22
-0.450972387	3.013906e-22	1.199619e-22
-0.450911352	3.046420e-22	1.123420e-22
-0.450850317	3.077096e-22	1.046291e-22
-0.450789282	3.105905e-22	9.682741e-23
-0.450728246	3.132821e-22	8.894097e-23
-0.450667211	3.157819e-22	8.097397e-23
-0.450606176	3.180874e-22	7.293069e-23
-0.450545141	3.201961e-22	6.481545e-23
-0.450484106	3.221057e-22	5.663268e-23
-0.450423071	3.238140e-22	4.838685e-23
-0.450362036	3.253187e-22	4.008253e-23
-0.450301000	3.266178e-22	3.172435e-23
-0.450239965	3.277093e-22	2.331703e-23
-0.450178930	3.285913e-22	1.486533e-23
-0.450117895	3.292619e-22	6.374103e-24
-0.450056860	3.297195e-22	-2.151733e-24
-0.449995825	3.299624e-22	-1.070720e-23
-0.449934789	3.299891e-22	-1.928724e-23
-0.449873754	3.297981e-22	-2.788674e-23
-0.449812719	3.293882e-22	-3.650053e-23
-0.449751684	3.287581e-22	-4.512336e-23
-0.449690649	3.279068e-22	-5.374992e-23
-0.449629614	3.268332e-22	-6.237486e-23
-0.449568579	3.255364e-22	-7.099275e-23
-0.449507543	3.240158e-22	-7.959812e-23
-0.449446508	3.222706e-22	-8.818542e-23
-0.449385473	3.203004e-22	-9.674909e-23
-0.449324438	3.181047e-22	-1.052835e-22
-0.449263403	3.156832e-22	-1.137829e-22
-0.449202368	3.130359e-22	-1.222416e-22
-0.449141332	3.101627e-22	-1.306538e-22
-0.449080297	3.070637e-22	-1.390138e-22
-0.449019262	3.037393e-22	-1.473155e-22
-0.448958227	3.001897e-22	-1.555533e-22
-0.448897192	2.964155e-22	-1.637210e-22
-0.448836157	2.924175e-22	-1.718127e-22
-0.448775121	2.881964e-22	-1.798225e-22
-0.448714086	2.837532e-22	-1.877444e-22
-0.448653051	2.790890e-22	-1.955722e-22
-0.448592016	2.742052e-22	-2.032999e-22
-0.448530981	2.691031e-22	-2.109214e-22
-0.448469946	2.637844e-22	-2.184307e-22
-0.448408911	2.582508e-22	-2.258215e-22
-0.448347875	2.525043e-22	-2.330879e-22
-0.448286840	2.465468e-22	-2.402236e-22
-0.448225805	2.403808e-22	-2.472225e-22
-0.448164770	2.340085e-22	-2.540786e-22
-0.448103735	2.274326e-22	-2.607857e-22
-0.448042700	2.206558e-22	-2.673377e-22
-0.447981664	2.136811e-22	-2.737286e-22
-0.447920629	2.065116e-22	-2.799522e-22
-0.447859594	1.991507e-22	-2.860026e-22
-0.447798559	1.916017e-22	-2.918737e-22
-0.447737524	1.838683e-22	-2.975596e-22
-0.447676489	1.759545e-22	-3.030543e-22
-0.447615454	1.678642e-22	-3.083520e-22
-0.447554418	1.596016e-22	-3.134468e-22
-0.447493383	1.511711e-22	-3.183330e-22
-0.447432348	1.425774e-22	-3.230048e-22
-0.447371313	1.338253e-22	-3.274566e-22
-0.447310278	1.249197e-22	-3.316828e-22
-0.447249243	1.158657e-22	-3.356779e-22
-0.447188207	1.066688e-22	-3.394365e-22
-0.447127172	9.733456e-23	-3.429533e-22
-0.447066137	8.786866e-23	-3.462230e-22
-0.447005102	7.827707e-23	-3.492406e-22
-0.446944067	6.856593e-23	-3.520010e-22
-0.446883032	5.874158e-23	-3.544994e-22
-0.446821996	4.881054e-23	-3.567310e-22
-0.446760961	3.877953e-23	-3.586911e-22
-0.446699926	2.865547e-23	-3.603753e-22
-0.446638891	1.844545e-23	-3.617792e-22
-0.446577856	8.156767e-24	-3.628986e-22
-0.446516821	-2.203110e-24	-3.637295e-22
-0.446455786	-1.262651e-23	-3.642680e-22
-0.446394750	-2.310560e-23	-3.645104e-22
-0.446333715	-3.363232e-23	-3.644532e-22
-0.446272680	-4.419849e-23	-3.640931e-22
-0.446211645	-5.479570e-23	-3.634270e-22
-0.446150610	-6.541542e-23	-3.624519e-22
-0.446089575	-7.604891e-23	-3.611653e-22
-0.446028539	-8.668730e-23	-3.595645e-22
-0.445967504	-9.732153e-23	-3.576474e-22
-0.445906469	-1.079424e-22	-3.554119e-22
-0.445845434	-1.185405e-22	-3.528564e-22
-0.445784399	-1.291063e-22	-3.499792e-22
-0.445723364	-1.396303e-22	-3.467793e-22
-0.445662329	-1.501026e-22	-3.432555e-22
-0.445601293	-1.605133e-22	-3.394073e-22
-0.445540258	-1.708524e-22	-3.352342e-22
-0.445479223	-1.811097e-22	-3.307361e-22
-0.445418188	-1.912750e-22	-3.259133e-22
-0.445357153	-2.013379e-22	-3.207663e-22
-0.445296118	-2.112880e-22	-3.152958e-22
-0.445235082	-2.211146e-22	-3.095032e-22
-0.445174047	-2.308073e-22	-3.033898e-22
-0.445113012	-2.403554e-22	-2.969574e-22
-0.445051977	-2.497481e-22	-2.902084e-22
-0.444990942	-2.589747e-22	-2.831452e-22
-0.444929907	-2.680243e-22	-2.757708e-22
-0.444868871	-2.768861e-22	-2.680884e-22
-0.444807836	-2.855494e-22	-2.601017e-22
-0.444746801	-2.940032e-22	-2.518146e-22
-0.444685766	-3.022368e-22	-2.432317e-22
-0.444624731	-3.102394e-22	-2.343577e-22
-0.444563696	-3.180002e-22	-2.251979e-22
-0.444502661	-3.255086e-22	-2.157577e-22
-0.444441625	-3.327539e-22	-2.060434e-22
-0.444380590	-3.397255e-22	-1.960611e-22
-0.444319555	-3.464131e-22	-1.858179e-22
-0.444258520	-3.528064e-22	-1.753209e-22
-0.444197485	-3.588951e-22	-1.645777e-22
-0.444136450	-3.646692e-22	-1.535965e-22
-0.444075414	-3.701188e-22	-1.423857e-22
-0.444014379	-3.752343e-22	-1.309543e-22
-0.443953344	-3.800061e-22	-1.193115e-22
-0.443892309	-3.844250e-22	-1.074670e-22
-0.443831274	-3.884819e-22	-9.543117e-23
-0.443770239	-3.921680e-22	-8.321438e-23
-0.443709204	-3.954749e-22	-7.082767e-23
-0.443648168	-3.983942e-22	-5.828239e-23
-0.443587133	-4.009180e-22	-4.559030e-23
-0.443526098	-4.030388e-22	-3.276357e-23
-0.443465063	-4.047493e-22	-1.981477e-23
-0.443404028	-4.060426e-22	-6.756811e-24
-0.443342993	-4.069123e-22	6.397001e-24
-0.443281957	-4.073521e-22	1.963302e-23
-0.443220922	-4.073565e-22	3.293725e-23
-0.443159887	-4.069202e-22	4.629533e-23
-0.443098852	-4.060384e-22	5.969257e-23
-0.443037817	-4.047069e-22	7.311399e-23
-0.442976782	-4.029218e-22	8.654431e-23
-0.442915746	-4.006799e-22	9.996797e-23
-0.442854711	-3.979784e-22	1.133691e-22
-0.442793676	-3.948150e-22	1.267317e-22
-0.442732641	-3.911883e-22	1.400393e-22
-0.442671606	-3.870971e-22	1.532754e-22
-0.442610571	-3.825410e-22	1.664234e-22
-0.442549536	-3.775201e-22	1.794663e-22
-0.442488500	-3.720352e-22	1.923871e-22
-0.442427465	-3.660878e-22	2.051685e-22
-0.442366430	-3.596800e-22	2.177934e-22
-0.442305395	-3.528144e-22	2.302443e-22
-0.442244360	-3.454947e-22	2.425039e-22
-0.442183325	-3.377248e-22	2.545547e-22
-0.442122289	-3.295096e-22	2.663794e-22
-0.442061254	-3.208547e-22	2.779606e-22
-0.442000219	-3.117663e-22	2.892808e-22
-0.441939184	-3.022513e-22	3.003230e-22
-0.441878149	-2.923174e-22	3.110700e-22
-0.441817114	-2.819730e-22	3.215048e-22
-0.441756079	-2.712274e-22	3.316107e-22
-0.441695043	-2.600902e-22	3.413712e-22
-0.441634008	-2.485722e-22	3.507700e-22
-0.441572973	-2.366845e-22	3.597911e-22
-0.441511938	-2.244393e-22	3.684188e-22
-0.441450903	-2.118493e-22	3.766379e-22
-0.441389868	-1.989279e-22	3.844333e-22
-0.441328832	-1.856892e-22	3.917907e-22
-0.441267797	-1.721481e-22	3.986959e-22
-0.441206762	-1.583200e-22	4.051354e-22
-0.441145727	-1.442210e-22	4.110961e-22
-0.441084692	-1.298679e-22	4.165657e-22
-0.441023657	-1.152781e-22	4.215322e-22
-0.440962621	-1.004696e-22	4.259844e-22
-0.440901586	-8.546086e-23	4.299117e-22
-0.440840551	-7.027107e-23	4.333043e-22
-0.440779516	-5.491980e-23	4.361528e-22
-0.440718481	-3.942718e-23	4.384489e-22
-0.440657446	-2.381380e-23	4.401849e-22
-0.440596411	-8.100680e-24	4.413539e-22
-0.440535375	7.690750e-24	4.419500e-22
-0.440474340	2.353872e-23	4.419678e-22
-0.440413305	3.942109e-23	4.414033e-22
-0.440352270	5.531544e-23	4.402528e-22
-0.440291235	7.119909e-23	4.385139e-22
-0.440230200	8.704915e-23	4.361852e-22
-0.440169164	1.028426e-22	4.332658e-22
-0.440108129	1.185561e-22	4.297563e-22
-0.440047094	1.341666e-22	4.256580e-22
-0.439986059	1.496505e-22	4.209730e-22
-0.439925024	1.649846e-22	4.157049e-22
-0.439863989	1.801457e-22	4.098579e-22
-0.439802954	1.951104e-22	4.034372e-22
-0.439741918	2.098558e-22	3.964492e-22
-0.439680883	2.243589e-22	3.889013e-22
-0.439619848	2.385972e-22	3.808017e-22
-0.439558813	2.525483e-22	3.721597e-22
-0.439497778	2.661902e-22	3.629857e-22
-0.439436743	2.795012e-22	3.532908e-22
-0.439375707	2.924600e-22	3.430873e-22
-0.439314672	3.050461e-22	3.323884e-22
-0.439253637	3.172390e-22	3.212081e-22
-0.439192602	3.290191e-22	3.095613e-22
-0.439131567	3.403674e-22	2.974640e-22
-0.439070532	3.512654e-22	2.849328e-22
-0.439009496	3.616953e-22	2.719852e-22
-0.438948461	3.716402e-22	2.586395e-22
-0.438887426	3.810839e-22	2.449148e-22
-0.438826391	3.900108e-22	2.308310e-22
-0.438765356	3.984064e-22	2.164083e-22
-0.438704321	4.062569e-22	2.016680e-22
-0.438643286	4.135495e-22	1.866318e-22
-0.438582250	4.202724e-22	1.713219e-22
-0.438521215	4.264146e-22	1.557612e-22
-0.438460180	4.319661e-22	1.399729e-22
-0.438399145	4.369180e-22	1.239807e-22
-0.438338110	4.412624e-22	1.078086e-22
-0.438277075	4.449924e-22	9.148122e-23
-0.438216039	4.481023e-22	7.502308e-23
-0.438155004	4.505873e-22	5.845914e-23
-0.438093969	4.524437e-22	4.181449e-23
-0.438032934	4.536690e-22	2.511434e-23
-0.437971899	4.542617e-22	8.383986e-24
-0.437910864	4.542215e-22	-8.351250e-24
-0.437849829	4.535490e-22	-2.506608e-23
-0.437788793	4.522460e-22	-4.173530e-23
-0.437727758	4.503155e-22	-5.833384e-23
-0.437666723	4.477615e-22	-7.483680e-23
-0.437605688	4.445888e-22	-9.121952e-23
-0.437544653	4.408037e-22	-1.074576e-22
-0.437483618	4.364132e-22	-1.235271e-22
-0.437422582	4.314254e-22	-1.394042e-22
-0.437361547	4.258494e-22	-1.550657e-22
-0.437300512	4.196952e-22	-1.704889e-22
-0.437239477	4.129740e-22	-1.856514e-22
-0.437178442	4.056975e-22	-2.005316e-22
-0.437117407	3.978787e-22	-2.151083e-22
-0.437056371	3.895310e-22	-2.293610e-22
-0.436995336	3.806690e-22	-2.432700e-22
-0.436934301	3.713080e-22	-2.568160e-22
-0.436873266	3.614638e-22	-2.699807e-22
-0.436812231	3.511531e-22	-2.827464e-22
-0.436751196	3.403934e-22	-2.950964e-22
-0.436690161	3.292025e-22	-3.070145e-22
-0.436629125	3.175990e-22	-3.184857e-22
-0.436568090	3.056020e-22	-3.294955e-22
-0.436507055	2.932310e-22	-3.400304e-22
-0.436446020	2.805061e-22	-3.500781e-22
-0.436384985	2.674477e-22	-3.596267e-22
-0.436323950	2.540766e-22	-3.686657e-22
