# time (s)	h_+ (strain)	h_x (strain)
-0.806746313	-2.602408e-22	1.790995e-22
-0.806685278	-2.556538e-22	1.843735e-22
-0.806624243	-2.509732e-22	1.895226e-22
-0.806563207	-2.462023e-22	1.945458e-22
-0.806502172	-2.413444e-22	1.994422e-22
-0.806441137	-2.364030e-22	2.042107e-22
-0.806380102	-2.313812e-22	2.088507e-22
-0.806319067	-2.262823e-22	2.133612e-22
-0.806258032	-2.211097e-22	2.177417e-22
-0.806196996	-2.158665e-22	2.219916e-22
-0.806135961	-2.105560e-22	2.261102e-22
-0.806074926	-2.051813e-22	2.300972e-22
-0.806013891	-1.997457e-22	2.339521e-22
-0.805952856	-1.942522e-22	2.376747e-22
-0.805891821	-1.887040e-22	2.412646e-22
-0.805830786	-1.831042e-22	2.447216e-22
-0.805769750	-1.774559e-22	2.480457e-22
-0.805708715	-1.717620e-22	2.512368e-22
-0.805647680	-1.660255e-22	2.542947e-22
-0.805586645	-1.602495e-22	2.572197e-22
-0.805525610	-1.544369e-22	2.600117e-22
-0.805464575	-1.485906e-22	2.626709e-22
-0.805403539	-1.427134e-22	2.651976e-22
-0.805342504	-1.368083e-22	2.675920e-22
-0.805281469	-1.308780e-22	2.698544e-22
-0.805220434	-1.249252e-22	2.719852e-22
-0.805159399	-1.189528e-22	2.739848e-22
-0.805098364	-1.129635e-22	2.758536e-22
-0.805037329	-1.069599e-22	2.775921e-22
-0.804976293	-1.009446e-22	2.792010e-22
-0.804915258	-9.492030e-23	2.806807e-22
-0.804854223	-8.888952e-23	2.820320e-22
-0.804793188	-8.285480e-23	2.832555e-22
-0.804732153	-7.681862e-23	2.843518e-22
-0.804671118	-7.078346e-23	2.853218e-22
-0.804610082	-6.475172e-23	2.861663e-22
-0.804549047	-5.872580e-23	2.868861e-22
-0.804488012	-5.270805e-23	2.874819e-22
-0.804426977	-4.670077e-23	2.879548e-22
-0.804365942	-4.070623e-23	2.883056e-22
-0.804304907	-3.472669e-23	2.885354e-22
-0.804243871	-2.876433e-23	2.886450e-22
-0.804182836	-2.282133e-23	2.886355e-22
-0.804121801	-1.689980e-23	2.885080e-22
-0.804060766	-1.100184e-23	2.882635e-22
-0.803999731	-5.129498e-24	2.879032e-22
-0.803938696	7.152048e-25	2.874281e-22
-0.803877661	6.530289e-24	2.868394e-22
-0.803816625	1.231381e-23	2.861382e-22
-0.803755590	1.806386e-23	2.853259e-22
-0.803694555	2.377858e-23	2.844035e-22
-0.803633520	2.945611e-23	2.833723e-22
-0.803572485	3.509467e-23	2.822337e-22
-0.803511450	4.069250e-23	2.809888e-22
-0.803450414	4.624786e-23	2.796389e-22
-0.803389379	5.175906e-23	2.781854e-22
-0.803328344	5.722446e-23	2.766297e-22
-0.803267309	6.264242e-23	2.749730e-22
-0.803206274	6.801135e-23	2.732167e-22
-0.803145239	7.332971e-23	2.713622e-22
-0.803084204	7.859598e-23	2.694109e-22
-0.803023168	8.380867e-23	2.673642e-22
-0.802962133	8.896632e-23	2.652235e-22
-0.802901098	9.406754e-23	2.629903e-22
-0.802840063	9.911092e-23	2.606660e-22
-0.802779028	1.040951e-22	2.582520e-22
-0.802717993	1.090188e-22	2.557498e-22
-0.802656957	1.138808e-22	2.531609e-22
-0.802595922	1.186797e-22	2.504868e-22
-0.802534887	1.234143e-22	2.477290e-22
-0.802473852	1.280836e-22	2.448889e-22
-0.802412817	1.326862e-22	2.419681e-22
-0.802351782	1.372211e-22	2.389681e-22
-0.802290746	1.416871e-22	2.358904e-22
-0.802229711	1.460833e-22	2.327366e-22
-0.802168676	1.504086e-22	2.295081e-22
-0.802107641	1.546619e-22	2.262066e-22
-0.802046606	1.588424e-22	2.228335e-22
-0.801985571	1.629490e-22	2.193904e-22
-0.801924536	1.669808e-22	2.158789e-22
-0.801863500	1.709370e-22	2.123006e-22
-0.801802465	1.748168e-22	2.086569e-22
-0.801741430	1.786192e-22	2.049494e-22
-0.801680395	1.823434e-22	2.011798e-22
-0.801619360	1.859888e-22	1.973496e-22
-0.801558325	1.895545e-22	1.934603e-22
-0.801497289	1.930398e-22	1.895135e-22
-0.801436254	1.964441e-22	1.855108e-22
-0.801375219	1.997666e-22	1.814538e-22
-0.801314184	2.030068e-22	1.773441e-22
-0.801253149	2.061640e-22	1.731831e-22
-0.801192114	2.092377e-22	1.689726e-22
-0.801131079	2.122272e-22	1.647140e-22
-0.801070043	2.151321e-22	1.604089e-22
-0.801009008	2.179518e-22	1.560590e-22
-0.800947973	2.206858e-22	1.516657e-22
-0.800886938	2.233337e-22	1.472307e-22
-0.800825903	2.258951e-22	1.427556e-22
-0.800764868	2.283695e-22	1.382418e-22
-0.800703832	2.307565e-22	1.336910e-22
-0.800642797	2.330558e-22	1.291046e-22
-0.800581762	2.352671e-22	1.244844e-22
-0.800520727	2.373899e-22	1.198318e-22
-0.800459692	2.394241e-22	1.151484e-22
-0.800398657	2.413693e-22	1.104358e-22
-0.800337621	2.432253e-22	1.056954e-22
-0.800276586	2.449918e-22	1.009289e-22
-0.800215551	2.466687e-22	9.613776e-23
-0.800154516	2.482558e-22	9.132355e-23
-0.800093481	2.497528e-22	8.648780e-23
-0.800032446	2.511597e-22	8.163204e-23
-0.799971411	2.524764e-22	7.675781e-23
-0.799910375	2.537026e-22	7.186661e-23
-0.799849340	2.548385e-22	6.695998e-23
-0.799788305	2.558838e-22	6.203943e-23
-0.799727270	2.568385e-22	5.710647e-23
-0.799666235	2.577027e-22	5.216260e-23
-0.799605200	2.584763e-22	4.720932e-23
-0.799544164	2.591594e-22	4.224815e-23
-0.799483129	2.597519e-22	3.728056e-23
-0.799422094	2.602540e-22	3.230804e-23
-0.799361059	2.606656e-22	2.733207e-23
-0.799300024	2.609870e-22	2.235414e-23
-0.799238989	2.612183e-22	1.737571e-23
-0.799177954	2.613594e-22	1.239824e-23
-0.799116918	2.614107e-22	7.423205e-24
-0.799055883	2.613723e-22	2.452049e-24
-0.798994848	2.612444e-22	-2.513775e-24
-0.798933813	2.610272e-22	-7.472825e-24
-0.798872778	2.607208e-22	-1.242366e-23
-0.798811743	2.603256e-22	-1.736485e-23
-0.798750707	2.598418e-22	-2.229497e-23
-0.798689672	2.592698e-22	-2.721260e-23
-0.798628637	2.586097e-22	-3.211633e-23
-0.798567602	2.578619e-22	-3.700474e-23
-0.798506567	2.570267e-22	-4.187644e-23
-0.798445532	2.561045e-22	-4.673004e-23
-0.798384496	2.550957e-22	-5.156413e-23
-0.798323461	2.540006e-22	-5.637735e-23
-0.798262426	2.528196e-22	-6.116832e-23
-0.798201391	2.515532e-22	-6.593566e-23
-0.798140356	2.502018e-22	-7.067801e-23
-0.798079321	2.487658e-22	-7.539402e-23
-0.798018286	2.472458e-22	-8.008234e-23
-0.797957250	2.456421e-22	-8.474163e-23
-0.797896215	2.439553e-22	-8.937054e-23
-0.797835180	2.421859e-22	-9.396776e-23
-0.797774145	2.403345e-22	-9.853196e-23
-0.797713110	2.384015e-22	-1.030618e-22
-0.797652075	2.363876e-22	-1.075561e-22
-0.797591039	2.342934e-22	-1.120134e-22
-0.797530004	2.321194e-22	-1.164324e-22
-0.797468969	2.298663e-22	-1.208120e-22
-0.797407934	2.275347e-22	-1.251507e-22
-0.797346899	2.251253e-22	-1.294474e-22
-0.797285864	2.226386e-22	-1.337008e-22
-0.797224829	2.200755e-22	-1.379095e-22
-0.797163793	2.174365e-22	-1.420725e-22
-0.797102758	2.147225e-22	-1.461884e-22
-0.797041723	2.119341e-22	-1.502560e-22
-0.796980688	2.090721e-22	-1.542741e-22
-0.796919653	2.061372e-22	-1.582414e-22
-0.796858618	2.031303e-22	-1.621569e-22
-0.796797582	2.000521e-22	-1.660192e-22
-0.796736547	1.969035e-22	-1.698271e-22
-0.796675512	1.936853e-22	-1.735796e-22
-0.796614477	1.903982e-22	-1.772754e-22
-0.796553442	1.870432e-22	-1.809134e-22
-0.796492407	1.836212e-22	-1.844924e-22
-0.796431371	1.801331e-22	-1.880112e-22
-0.796370336	1.765797e-22	-1.914688e-22
-0.796309301	1.729620e-22	-1.948640e-22
-0.796248266	1.692810e-22	-1.981957e-22
-0.796187231	1.655375e-22	-2.014628e-22
-0.796126196	1.617326e-22	-2.046642e-22
-0.796065161	1.578673e-22	-2.077989e-22
-0.796004125	1.539426e-22	-2.108656e-22
-0.795943090	1.499595e-22	-2.138634e-22
-0.795882055	1.459190e-22	-2.167913e-22
-0.795821020	1.418222e-22	-2.196481e-22
-0.795759985	1.376702e-22	-2.224328e-22
-0.795698950	1.334641e-22	-2.251445e-22
-0.795637914	1.292050e-22	-2.277821e-22
-0.795576879	1.248939e-22	-2.303446e-22
-0.795515844	1.205322e-22	-2.328311e-22
-0.795454809	1.161209e-22	-2.352405e-22
-0.795393774	1.116611e-22	-2.375719e-22
-0.795332739	1.071542e-22	-2.398243e-22
-0.795271704	1.026013e-22	-2.419969e-22
-0.795210668	9.800359e-23	-2.440886e-22
-0.795149633	9.336238e-23	-2.460986e-22
-0.795088598	8.867891e-23	-2.480260e-22
-0.795027563	8.395447e-23	-2.498698e-22
-0.794966528	7.919036e-23	-2.516293e-22
-0.794905493	7.438788e-23	-2.533035e-22
-0.794844457	6.954838e-23	-2.548917e-22
-0.794783422	6.467320e-23	-2.563930e-22
-0.794722387	5.976371e-23	-2.578065e-22
-0.794661352	5.482129e-23	-2.591316e-22
-0.794600317	4.984735e-23	-2.603673e-22
-0.794539282	4.484331e-23	-2.615130e-22
-0.794478246	3.981059e-23	-2.625679e-22
-0.794417211	3.475066e-23	-2.635312e-22
-0.794356176	2.966499e-23	-2.644023e-22
-0.794295141	2.455506e-23	-2.651805e-22
-0.794234106	1.942239e-23	-2.658650e-22
-0.794173071	1.426849e-23	-2.664552e-22
-0.794112036	9.094914e-24	-2.669505e-22
-0.794051000	3.903214e-24	-2.673502e-22
-0.793989965	-1.305031e-24	-2.676538e-22
-0.793928930	-6.528228e-24	-2.678606e-22
-0.793867895	-1.176477e-23	-2.679702e-22
-0.793806860	-1.701302e-23	-2.679818e-22
-0.793745825	-2.227134e-23	-2.678951e-22
-0.793684789	-2.753807e-23	-2.677094e-22
-0.793623754	-3.281153e-23	-2.674244e-22
-0.793562719	-3.809001e-23	-2.670396e-22
-0.793501684	-4.337181e-23	-2.665545e-22
-0.793440649	-4.865519e-23	-2.659687e-22
-0.793379614	-5.393841e-23	-2.652819e-22
-0.793318579	-5.921969e-23	-2.644936e-22
-0.793257543	-6.449726e-23	-2.636035e-22
-0.793196508	-6.976933e-23	-2.626113e-22
-0.793135473	-7.503407e-23	-2.615168e-22
-0.793074438	-8.028966e-23	-2.603195e-22
-0.793013403	-8.553425e-23	-2.590194e-22
-0.792952368	-9.076597e-23	-2.576162e-22
-0.792891332	-9.598295e-23	-2.561096e-22
-0.792830297	-1.011833e-22	-2.544997e-22
-0.792769262	-1.063651e-22	-2.527861e-22
-0.792708227	-1.115264e-22	-2.509688e-22
-0.792647192	-1.166653e-22	-2.490478e-22
-0.792586157	-1.217799e-22	-2.470230e-22
-0.792525121	-1.268681e-22	-2.448944e-22
-0.792464086	-1.319280e-22	-2.426621e-22
-0.792403051	-1.369576e-22	-2.403260e-22
-0.792342016	-1.419548e-22	-2.378863e-22
-0.792280981	-1.469177e-22	-2.353430e-22
-0.792219946	-1.518442e-22	-2.326964e-22
-0.792158911	-1.567322e-22	-2.299466e-22
-0.792097875	-1.615797e-22	-2.270939e-22
-0.792036840	-1.663847e-22	-2.241385e-22
-0.791975805	-1.711449e-22	-2.210807e-22
-0.791914770	-1.758584e-22	-2.179209e-22
-0.791853735	-1.805230e-22	-2.146593e-22
-0.791792700	-1.851366e-22	-2.112965e-22
-0.791731664	-1.896971e-22	-2.078329e-22
-0.791670629	-1.942023e-22	-2.042689e-22
-0.791609594	-1.986500e-22	-2.006052e-22
-0.791548559	-2.030382e-22	-1.968422e-22
-0.791487524	-2.073646e-22	-1.929805e-22
-0.791426489	-2.116271e-22	-1.890209e-22
-0.791365454	-2.158235e-22	-1.849640e-22
-0.791304418	-2.199516e-22	-1.808106e-22
-0.791243383	-2.240093e-22	-1.765614e-22
-0.791182348	-2.279942e-22	-1.722173e-22
-0.791121313	-2.319043e-22	-1.677792e-22
-0.791060278	-2.357372e-22	-1.632480e-22
-0.790999243	-2.394909e-22	-1.586246e-22
-0.790938207	-2.431631e-22	-1.539101e-22
-0.790877172	-2.467516e-22	-1.491055e-22
-0.790816137	-2.502541e-22	-1.442120e-22
-0.790755102	-2.536685e-22	-1.392307e-22
-0.790694067	-2.569925e-22	-1.341628e-22
-0.790633032	-2.602240e-22	-1.290097e-22
-0.790571996	-2.633608e-22	-1.237725e-22
-0.790510961	-2.664005e-22	-1.184528e-22
-0.790449926	-2.693412e-22	-1.130519e-22
-0.790388891	-2.721805e-22	-1.075714e-22
-0.790327856	-2.749163e-22	-1.020127e-22
-0.790266821	-2.775464e-22	-9.637738e-23
-0.790205786	-2.800686e-22	-9.066719e-23
-0.790144750	-2.824808e-22	-8.488380e-23
-0.790083715	-2.847809e-22	-7.902896e-23
-0.790022680	-2.869667e-22	-7.310449e-23
-0.789961645	-2.890361e-22	-6.711228e-23
-0.789900610	-2.909870e-22	-6.105425e-23
-0.789839575	-2.928174e-22	-5.493241e-23
-0.789778539	-2.945251e-22	-4.874881e-23
-0.789717504	-2.961082e-22	-4.250557e-23
-0.789656469	-2.975646e-22	-3.620487e-23
-0.789595434	-2.988924e-22	-2.984895e-23
-0.789534399	-3.000894e-22	-2.344010e-23
-0.789473364	-3.011539e-22	-1.698070e-23
-0.789412329	-3.020839e-22	-1.047318e-23
-0.789351293	-3.028775e-22	-3.920011e-24
-0.789290258	-3.035329e-22	2.676239e-24
-0.789229223	-3.040481e-22	9.312954e-24
-0.789168188	-3.044215e-22	1.598745e-23
-0.789107153	-3.046513e-22	2.269699e-23
-0.789046118	-3.047358e-22	2.943876e-23
-0.788985082	-3.046732e-22	3.620989e-23
-0.788924047	-3.044621e-22	4.300742e-23
-0.788863012	-3.041007e-22	4.982836e-23
-0.788801977	-3.035876e-22	5.666964e-23
-0.788740942	-3.029212e-22	6.352811e-23
-0.788679907	-3.021002e-22	7.040059e-23
-0.788618871	-3.011231e-22	7.728380e-23
-0.788557836	-2.999886e-22	8.417442e-23
-0.788496801	-2.986954e-22	9.106906e-23
-0.788435766	-2.972424e-22	9.796427e-23
-0.788374731	-2.956283e-22	1.048565e-22
-0.788313696	-2.938521e-22	1.117422e-22
-0.788252661	-2.919128e-22	1.186177e-22
-0.788191625	-2.898094e-22	1.254793e-22
-0.788130590	-2.875411e-22	1.323232e-22
-0.788069555	-2.851070e-22	1.391456e-22
-0.788008520	-2.825064e-22	1.459426e-22
-0.787947485	-2.797386e-22	1.527103e-22
-0.787886450	-2.768032e-22	1.594446e-22
-0.787825414	-2.736996e-22	1.661414e-22
-0.787764379	-2.704275e-22	1.727968e-22
-0.787703344	-2.669865e-22	1.794064e-22
-0.787642309	-2.633764e-22	1.859661e-22
-0.787581274	-2.595971e-22	1.924715e-22
-0.787520239	-2.556487e-22	1.989183e-22
-0.787459204	-2.515311e-22	2.053022e-22
-0.787398168	-2.472446e-22	2.116187e-22
-0.787337133	-2.427896e-22	2.178634e-22
-0.787276098	-2.381663e-22	2.240317e-22
-0.787215063	-2.333753e-22	2.301190e-22
-0.787154028	-2.284174e-22	2.361209e-22
-0.787092993	-2.232931e-22	2.420325e-22
-0.787031957	-2.180034e-22	2.478493e-22
-0.786970922	-2.125494e-22	2.535665e-22
-0.786909887	-2.069320e-22	2.591794e-22
-0.786848852	-2.011527e-22	2.646834e-22
-0.786787817	-1.952127e-22	2.700734e-22
-0.786726782	-1.891137e-22	2.753449e-22
-0.786665746	-1.828572e-22	2.804929e-22
-0.786604711	-1.764451e-22	2.855127e-22
-0.786543676	-1.698793e-22	2.903993e-22
-0.786482641	-1.631619e-22	2.951479e-22
-0.786421606	-1.562952e-22	2.997538e-22
-0.786360571	-1.492815e-22	3.042119e-22
-0.786299536	-1.421234e-22	3.085175e-22
-0.786238500	-1.348237e-22	3.126658e-22
-0.786177465	-1.273850e-22	3.166518e-22
-0.786116430	-1.198105e-22	3.204709e-22
-0.786055395	-1.121034e-22	3.241182e-22
-0.785994360	-1.042669e-22	3.275890e-22
-0.785933325	-9.630460e-23	3.308786e-22
-0.785872289	-8.822016e-23	3.339822e-22
-0.785811254	-8.001741e-23	3.368953e-22
-0.785750219	-7.170038e-23	3.396132e-22
-0.785689184	-6.327323e-23	3.421315e-22
-0.785628149	-5.474031e-23	3.444456e-22
-0.785567114	-4.610616e-23	3.465512e-22
-0.785506079	-3.737546e-23	3.484439e-22
-0.785445043	-2.855309e-23	3.501195e-22
-0.785384008	-1.964410e-23	3.515739e-22
-0.785322973	-1.065371e-23	3.528028e-22
-0.785261938	-1.587327e-24	3.538025e-22
-0.785200903	7.549494e-24	3.545690e-22
-0.785139868	1.675101e-23	3.550985e-22
-0.785078832	2.601131e-23	3.553875e-22
-0.785017797	3.532428e-23	3.554324e-22
-0.784956762	4.468368e-23	3.552298e-22
-0.784895727	5.408307e-23	3.547767e-22
-0.784834692	6.351587e-23	3.540697e-22
-0.784773657	7.297532e-23	3.531062e-22
-0.784712621	8.245449e-23	3.518832e-22
-0.784651586	9.194631e-23	3.503982e-22
-0.784590551	1.014435e-22	3.486489e-22
-0.784529516	1.109387e-22	3.466329e-22
-0.784468481	1.204244e-22	3.443484e-22
-0.784407446	1.298929e-22	3.417934e-22
-0.784346411	1.393364e-22	3.389664e-22
-0.784285375	1.487469e-22	3.358660e-22
-0.784224340	1.581162e-22	3.324910e-22
-0.784163305	1.674363e-22	3.288406e-22
-0.784102270	1.766987e-22	3.249140e-22
-0.784041235	1.858951e-22	3.207109e-22
-0.783980200	1.950168e-22	3.162310e-22
-0.783919164	2.040553e-22	3.114745e-22
-0.783858129	2.130017e-22	3.064417e-22
-0.783797094	2.218473e-22	3.011332e-22
-0.783736059	2.305831e-22	2.955501e-22
-0.783675024	2.392003e-22	2.896935e-22
-0.783613989	2.476897e-22	2.835649e-22
-0.783552954	2.560424e-22	2.771663e-22
-0.783491918	2.642492e-22	2.704996e-22
-0.783430883	2.723010e-22	2.635675e-22
-0.783369848	2.801887e-22	2.563726e-22
-0.783308813	2.879031e-22	2.489181e-22
-0.783247778	2.954351e-22	2.412073e-22
-0.783186743	3.027756e-22	2.332442e-22
-0.783125707	3.099156e-22	2.250327e-22
-0.783064672	3.168459e-22	2.165774e-22
-0.783003637	3.235577e-22	2.078829e-22
-0.782942602	3.300420e-22	1.989546e-22
-0.782881567	3.362899e-22	1.897978e-22
-0.782820532	3.422929e-22	1.804184e-22
-0.782759496	3.480424e-22	1.708226e-22
-0.782698461	3.535297e-22	1.610169e-22
-0.782637426	3.587467e-22	1.510082e-22
-0.782576391	3.636851e-22	1.408038e-22
-0.782515356	3.683371e-22	1.304113e-22
-0.782454321	3.726947e-22	1.198385e-22
-0.782393286	3.767504e-22	1.090938e-22
-0.782332250	3.804968e-22	9.818575e-23
-0.782271215	3.839268e-22	8.712329e-23
-0.782210180	3.870336e-22	7.591570e-23
-0.782149145	3.898104e-22	6.457258e-23
-0.782088110	3.922510e-22	5.310383e-23
-0.782027075	3.943493e-22	4.151966e-23
-0.781966039	3.960997e-22	2.983055e-23
-0.781905004	3.974966e-22	1.804731e-23
-0.781843969	3.985352e-22	6.181020e-24
-0.781782934	3.992107e-22	-5.756974e-24
-0.781721899	3.995187e-22	-1.775509e-23
-0.781660864	3.994554e-22	-2.980149e-23
-0.781599829	3.990173e-22	-4.188409e-23
-0.781538793	3.982012e-22	-5.399060e-23
-0.781477758	3.970044e-22	-6.610855e-23
-0.781416723	3.954248e-22	-7.822527e-23
-0.781355688	3.934604e-22	-9.032791e-23
-0.781294653	3.911100e-22	-1.024035e-22
-0.781233618	3.883727e-22	-1.144388e-22
-0.781172582	3.852481e-22	-1.264207e-22
-0.781111547	3.817363e-22	-1.383359e-22
-0.781050512	3.778380e-22	-1.501708e-22
-0.780989477	3.735542e-22	-1.619120e-22
-0.780928442	3.688865e-22	-1.735460e-22
-0.780867407	3.638372e-22	-1.850593e-22
-0.780806371	3.584087e-22	-1.964383e-22
-0.780745336	3.526045e-22	-2.076695e-22
-0.780684301	3.464280e-22	-2.187395e-22
-0.780623266	3.398836e-22	-2.296349e-22
-0.780562231	3.329761e-22	-2.403425e-22
-0.780501196	3.257107e-22	-2.508490e-22
-0.780440161	3.180933e-22	-2.611414e-22
-0.780379125	3.101301e-22	-2.712069e-22
-0.780318090	3.018281e-22	-2.810328e-22
-0.780257055	2.931946e-22	-2.906067e-22
-0.780196020	2.842376e-22	-2.999163e-22
-0.780134985	2.749653e-22	-3.089496e-22
-0.780073950	2.653867e-22	-3.176951e-22
-0.780012914	2.555112e-22	-3.261412e-22
-0.779951879	2.453484e-22	-3.342769e-22
-0.779890844	2.349089e-22	-3.420916e-22
-0.779829809	2.242031e-22	-3.495748e-22
-0.779768774	2.132424e-22	-3.567166e-22
-0.779707739	2.020383e-22	-3.635075e-22
-0.779646704	1.906028e-22	-3.699384e-22
-0.779585668	1.789482e-22	-3.760005e-22
-0.779524633	1.670872e-22	-3.816857e-22
-0.779463598	1.550329e-22	-3.869862e-22
-0.779402563	1.427986e-22	-3.918949e-22
-0.779341528	1.303982e-22	-3.964049e-22
-0.779280493	1.178454e-22	-4.005101e-22
-0.779219457	1.051546e-22	-4.042049e-22
-0.779158422	9.234023e-23	-4.074841e-22
-0.779097387	7.941690e-23	-4.103432e-22
-0.779036352	6.639947e-23	-4.127783e-22
-0.778975317	5.330297e-23	-4.147859e-22
-0.778914282	4.014254e-23	-4.163633e-22
-0.778853246	2.693343e-23	-4.175082e-22
-0.778792211	1.369099e-23	-4.182191e-22
-0.778731176	4.306048e-25	-4.184950e-22
-0.778670141	-1.283230e-23	-4.183354e-22
-0.778609106	-2.608229e-23	-4.177405e-22
-0.778548071	-3.930397e-23	-4.167113e-22
-0.778487036	-5.248197e-23	-4.152490e-22
-0.778426000	-6.560102e-23	-4.133557e-22
-0.778364965	-7.864594e-23	-4.110340e-22
-0.778303930	-9.160168e-23	-4.082872e-22
-0.778242895	-1.044533e-22	-4.051189e-22
-0.778181860	-1.171862e-22	-4.015336e-22
-0.778120825	-1.297857e-22	-3.975361e-22
-0.778059789	-1.422377e-22	-3.931320e-22
-0.777998754	-1.545280e-22	-3.883272e-22
-0.777937719	-1.666428e-22	-3.831283e-22
-0.777876684	-1.785689e-22	-3.775424e-22
-0.777815649	-1.902928e-22	-3.715770e-22
-0.777754614	-2.018020e-22	-3.652402e-22
-0.777693579	-2.130838e-22	-3.585405e-22
-0.777632543	-2.241263e-22	-3.514868e-22
-0.777571508	-2.349176e-22	-3.440886e-22
-0.777510473	-2.454467e-22	-3.363557e-22
-0.777449438	-2.557025e-22	-3.282983e-22
-0.777388403	-2.656747e-22	-3.199270e-22
-0.777327368	-2.753533e-22	-3.112526e-22
-0.777266332	-2.847288e-22	-3.022865e-22
-0.777205297	-2.937922e-22	-2.930402e-22
-0.777144262	-3.025350e-22	-2.835256e-22
-0.777083227	-3.109492e-22	-2.737549e-22
-0.777022192	-3.190271e-22	-2.637403e-22
-0.776961157	-3.267619e-22	-2.534944e-22
-0.776900121	-3.341469e-22	-2.430301e-22
-0.776839086	-3.411763e-22	-2.323602e-22
-0.776778051	-3.478445e-22	-2.214978e-22
-0.776717016	-3.541466e-22	-2.104563e-22
-0.776655981	-3.600782e-22	-1.992488e-22
-0.776594946	-3.656354e-22	-1.878888e-22
-0.776533911	-3.708150e-22	-1.763897e-22
-0.776472875	-3.756139e-22	-1.647650e-22
-0.776411840	-3.800300e-22	-1.530283e-22
-0.776350805	-3.840615e-22	-1.411929e-22
-0.776289770	-3.877070e-22	-1.292724e-22
-0.776228735	-3.909658e-22	-1.172801e-22
-0.776167700	-3.938377e-22	-1.052295e-22
-0.776106664	-3.963227e-22	-9.313359e-23
-0.776045629	-3.984216e-22	-8.100568e-23
-0.775984594	-4.001356e-22	-6.885873e-23
-0.775923559	-4.014663e-22	-5.670559e-23
-0.775862524	-4.024157e-22	-4.455894e-23
-0.775801489	-4.029865e-22	-3.243129e-23
-0.775740454	-4.031814e-22	-2.033497e-23
-0.775679418	-4.030039e-22	-8.282088e-24
-0.775618383	-4.024578e-22	3.715490e-24
-0.775557348	-4.015472e-22	1.564612e-23
-0.775496313	-4.002765e-22	2.749842e-23
-0.775435278	-3.986508e-22	3.926123e-23
-0.775374243	-3.966752e-22	5.092371e-23
-0.775313207	-3.943553e-22	6.247530e-23
-0.775252172	-3.916969e-22	7.390571e-23
-0.775191137	-3.887063e-22	8.520495e-23
-0.775130102	-3.853899e-22	9.636335e-23
-0.775069067	-3.817545e-22	1.073716e-22
-0.775008032	-3.778071e-22	1.182206e-22
-0.774946996	-3.735548e-22	1.289017e-22
-0.774885961	-3.690052e-22	1.394065e-22
-0.774824926	-3.641658e-22	1.497269e-22
-0.774763891	-3.590447e-22	1.598554e-22
-0.774702856	-3.536498e-22	1.697845e-22
-0.774641821	-3.479892e-22	1.795072e-22
-0.774580786	-3.420715e-22	1.890169e-22
-0.774519750	-3.359050e-22	1.983073e-22
-0.774458715	-3.294984e-22	2.073723e-22
-0.774397680	-3.228603e-22	2.162065e-22
-0.774336645	-3.159996e-22	2.248044e-22
-0.774275610	-3.089251e-22	2.331613e-22
-0.774214575	-3.016458e-22	2.412724e-22
-0.774153539	-2.941707e-22	2.491336e-22
-0.774092504	-2.865088e-22	2.567409e-22
-0.774031469	-2.786692e-22	2.640908e-22
-0.773970434	-2.706609e-22	2.711800e-22
-0.773909399	-2.624930e-22	2.780056e-22
-0.773848364	-2.541746e-22	2.845650e-22
-0.773787329	-2.457147e-22	2.908559e-22
-0.773726293	-2.371223e-22	2.968763e-22
-0.773665258	-2.284064e-22	3.026246e-22
-0.773604223	-2.195759e-22	3.080994e-22
-0.773543188	-2.106396e-22	3.132995e-22
-0.773482153	-2.016064e-22	3.182242e-22
-0.773421118	-1.924850e-22	3.228730e-22
-0.773360082	-1.832840e-22	3.272455e-22
-0.773299047	-1.740119e-22	3.313419e-22
-0.773238012	-1.646772e-22	3.351624e-22
-0.773176977	-1.552882e-22	3.387075e-22
-0.773115942	-1.458531e-22	3.419780e-22
-0.773054907	-1.363800e-22	3.449748e-22
-0.772993871	-1.268768e-22	3.476992e-22
-0.772932836	-1.173515e-22	3.501527e-22
-0.772871801	-1.078117e-22	3.523369e-22
-0.772810766	-9.826492e-23	3.542536e-22
-0.772749731	-8.871867e-23	3.559050e-22
-0.772688696	-7.918018e-23	3.572932e-22
-0.772627661	-6.965656e-23	3.584207e-22
-0.772566625	-6.015478e-23	3.592902e-22
-0.772505590	-5.068165e-23	3.599043e-22
-0.772444555	-4.124382e-23	3.602660e-22
-0.772383520	-3.184776e-23	3.603784e-22
-0.772322485	-2.249978e-23	3.602448e-22
-0.772261450	-1.320605e-23	3.598684e-22
-0.772200414	-3.972534e-24	3.592528e-22
-0.772139379	5.194935e-24	3.584017e-22
-0.772078344	1.429072e-23	3.573186e-22
-0.772017309	2.330934e-23	3.560075e-22
-0.771956274	3.224551e-23	3.544724e-22
-0.771895239	4.109408e-23	3.527172e-22
-0.771834204	4.985009e-23	3.507461e-22
-0.771773168	5.850875e-23	3.485632e-22
-0.771712133	6.706544e-23	3.461730e-22
-0.771651098	7.551571e-23	3.435797e-22
-0.771590063	8.385528e-23	3.407878e-22
-0.771529028	9.208003e-23	3.378018e-22
-0.771467993	1.001860e-22	3.346261e-22
-0.771406957	1.081694e-22	3.312654e-22
-0.771345922	1.160267e-22	3.277243e-22
-0.771284887	1.237543e-22	3.240074e-22
-0.771223852	1.313490e-22	3.201195e-22
